	name	skills
2532	Daniel Aguilar	"[""operate drilling equipment"", ""sell furniture"", ""use power tools"", ""use power tools"", ""read standard blueprints"", ""furniture trends"", ""sand wood"", ""develop code exploits"", ""assess seizable goods"", ""manipulate plastic"", ""prepare furniture for application of paint"", ""sand wood"", ""manipulate wood"", ""evaluate events"", ""create smooth wood surface""]"
2533	Deborah Henley	"[""comply with schedule"", ""tolerate stress"", ""ensure accurate screening of luggage in aerodromes"", ""tolerate stress"", ""handle conflicts"", ""tolerate stress"", ""comply with schedule"", ""handle conflicts"", ""visit suppliers"", ""perform ground-handling maintenance procedures"", ""provide nursing care for animals in recovery"", ""plan teamwork"", ""apply control process statistical methods"", ""perform ground-handling maintenance procedures"", ""comply with schedule""]"
2534	Michelle Khatri	"[""monitor shelves loading"", ""design prototypes"", ""coordinate the activities of chimney sweeps"", ""put up signs"", ""apply technical communication skills"", ""use manual draughting techniques"", ""create technical plans"", ""communicate with customers"", ""power electronics"", ""provide technical documentation"", ""use CAD software"", ""train employees"", ""design drawings"", ""integrated circuits"", ""plan manufacturing processes""]"
2535	Richard Pickett	"[""Groovy"", ""manage changes in ICT system"", ""VBScript"", ""solder electronics"", ""meet deadlines"", ""repair dental instruments"", ""use session border controller"", ""coordinate membership work"", ""support ICT system users"", ""SAS language"", ""electronics principles"", ""ensure compliance with environmental legislation in food production"", ""meet deadlines"", ""Erlang"", ""provide technical documentation""]"
2536	Sue Mckenzie	"[""perform fish grading operations"", ""monitor feeding behaviour"", ""monitor sales area for security reasons"", ""maintain grading equipment"", ""prepare fish harvesting equipment"", ""communicate in English in a competent way"", ""operate fish capture equipment"", ""analyse psychological aspects of illness"", ""handover the service area"", ""prepare fish harvesting equipment"", ""maintain fish harvesting equipment"", ""maintain grading equipment"", ""fish anatomy"", ""carry out fish transportation"", ""maintain internal communication systems""]"
2537	Mary Pool	"[""supervise animal handling for veterinary activities"", ""ensure store security"", ""manage inventory"", ""study sales levels of products"", ""types of written press"", ""handle financial overviews of the store"", ""medicines for self-medication"", ""maintain relationship with suppliers"", ""manage budgets"", ""maintain store cleanliness"", ""maintain relationship with customers"", ""kosher meat"", ""set up pricing strategies"", ""determine skin type"", ""manage inventory""]"
2538	James Kidwell	"[""textile materials"", ""monitor conveyor belt"", ""electrotherapy"", ""follow production schedule"", ""conform with production requirements"", ""adjust production schedule"", ""remove cotton from bale presser"", ""handle bulk transfer of raw material"", ""manage cage nets"", ""handle bulk transfer of raw material"", ""adhere to health well-being and safety"", ""analyse production processes for improvement"", ""weigh raw materials at reception"", ""assess hydrogenation levels of edible oils"", ""follow company standards""]"
2539	Linda Pitre	"[""ensure curriculum adherence"", ""advise on legislative acts"", ""develop curriculum"", ""brief volunteers"", ""evaluate education programmes"", ""inspect education institutions"", ""develop e-learning plan"", ""think analytically"", ""ensure mould uniformity"", ""maintain relationships with government agencies"", ""think analytically"", ""special needs education"", ""advise on curriculum development"", ""advise sportspersons on diet"", ""provide feedback to teachers""]"
2540	Buck Wilfong	"[""interpret geophysical data"", ""value properties"", ""ensure compliance with safety legislation"", ""advise architects"", ""advise architects"", ""collect geological data"", ""prepare geological map sections"", ""surveying methods"", ""perform nuclear medicine procedures"", ""advise on mining environmental issues"", ""geography"", ""mining, construction and civil engineering machinery products"", ""provide after school care"", ""carry out stock rotation"", ""ensure compliance with safety legislation""]"
2541	Jennie Severtson	"[""employment law"", ""set up pricing strategies"", ""apply procurement"", ""measure customer feedback"", ""manage staff"", ""supervise merchandise displays"", ""multimedia systems"", ""manage budgets"", ""prepare garnish for drinks"", ""order supplies"", ""negotiate sales contracts"", ""neoplasia"", ""preset miniature sets"", ""measure customer feedback"", ""set up pricing strategies""]"
2542	Troy Fehrle	"[""write work-related reports"", ""disseminate messages to people"", ""software anomalies"", ""administer appointments"", ""operate ship rescue machinery"", ""advertising techniques"", ""glass coatings"", ""observe confidentiality"", ""negotiate employment agreements"", ""coach employees"", ""assess character"", ""write work-related reports"", ""use communication techniques"", ""manage payroll reports"", ""gather feedback from employees""]"
2543	Vivian Mott	"[""conduct soil sample tests"", ""developmental possibilities in music therapy interventions"", ""perform sample testing"", ""write production reports"", ""perform sensory evaluation"", ""set up photographic exhibitions"", ""monitor equipment"", ""natural gas"", ""work safely with chemicals"", ""use a computer"", ""write production reports"", ""chemistry"", ""use a computer"", ""work safely with chemicals"", ""conduct soil sample tests""]"
2544	Crystal Walla	"[""business analysis"", ""develop organisational policies"", ""comment drafts"", ""office software"", ""develop organisational policies"", ""check official documents"", ""write meeting reports"", ""attend parliament plenaries"", ""safe street sweeping procedures in traffic"", ""respect publication formats"", ""collaborate in the drafting of policies"", ""id Tech"", ""provide strategies of differential diagnosis"", ""collaborate in the drafting of policies"", ""organise business documents""]"
2545	Patricia Lawrence	"[""embargo regulations"", ""tobacco products"", ""communicate with shipment forwarders"", ""ensure customs compliance"", ""create import-export commercial documentation"", ""create import-export commercial documentation"", ""ensure customs compliance"", ""general principles of food law"", ""plan geotechnical investigations in the field"", ""meet deadlines"", ""international import export regulations"", ""manage animal welfare"", ""create solutions to problems"", ""apply conflict management"", ""assist in the placement of gravestones""]"
2546	Mellisa Rosas	"[""collaborate in the development of marketing strategies"", ""below-the-line technique"", ""marketing management"", ""assist in the administration of fluids to animals"", ""communication principles"", ""develop professional network"", ""liaise with distribution channel managers"", ""parts of metal rolling mill"", ""forecast catering services"", ""plan marketing campaign"", ""communication principles"", ""track key performance indicators"", ""create media plan"", ""integrate marketing strategies with the global strategy"", ""define celestial bodies""]"
2547	Kristine Peterson	"[""learning difficulties"", ""identify clients' needs"", ""teamwork principles"", ""apply transportation management concepts"", ""identify clients' needs"", ""provide advice on pilot licence application procedures"", ""speak in public"", ""business knowledge"", ""teamwork principles"", ""teach public speaking principles"", ""speak in public"", ""develop a coaching style"", ""coach employees"", ""apply coating to patterns"", ""advise on efficiency improvements""]"
2548	Gilbert Concepcion	"[""perform financial risk management in international trade"", ""conduct performance measurement"", ""produce sales reports"", ""build rapport with people from different cultural backgrounds"", ""take care of personal appearance"", ""embargo regulations"", ""embargo regulations"", ""food hygiene rules"", ""create solutions to problems"", ""set import export strategies"", ""create solutions to problems"", ""manage processes"", ""manage cellar operations"", ""enforce sanitation procedures"", ""conduct performance measurement""]"
2549	Nathan Shilling	"[""business loans"", ""types of insurance"", ""study craft trends"", ""economics"", ""maintain relationship with customers"", ""financial statements"", ""analyse financial risk"", ""operate financial instruments"", ""coordinate technical teams in artistic productions"", ""strive for company growth"", ""use personality tests"", ""conduct financial audits"", ""financial analysis"", ""monitor stock market"", ""analyse financial risk""]"
2550	Mary Mederos	"[""banking activities"", ""software design methodologies"", ""perform debt investigation"", ""apply technical communication skills"", ""insurance market"", ""banking activities"", ""apply technical communication skills"", ""business loans"", ""value properties"", ""apply technical communication skills"", ""debt systems"", ""financial statements"", ""perform debt investigation"", ""provide financial product information"", ""service rooms""]"
2551	Jose Sherman	"[""inspect construction supplies"", ""perform fast changeover"", ""operate grappler"", ""maintain rail infrastructure"", ""keep records of work progress"", ""keep heavy construction equipment in good condition"", ""create architectural sketches"", ""keep heavy construction equipment in good condition"", ""inspect raw materials for muscle food processing"", ""recognise signs of corrosion"", ""work ergonomically"", ""inspect construction supplies"", ""work trains"", ""inspect railways visually"", ""machinery load capacity""]"
2552	Angela Alvarez	"[""use personal protection equipment"", ""maintain water treatment equipment"", ""prepare tax returns forms"", ""use water disinfection equipment"", ""ensure proper water storage"", ""maintain specified water characteristics"", ""nutrition"", ""perform water treatments"", ""maintain specified water characteristics"", ""resolve equipment malfunctions"", ""use testing equipment"", ""Telugu"", ""maintain water treatment equipment"", ""report test findings"", ""prepare samples for testing""]"
2553	Clint Burpee	"[""electrical engineering"", ""use CAD software"", ""CAD software"", ""electronics principles"", ""ICT process quality models"", ""application process"", ""maintain electrical equipment"", ""test electronic units"", ""adjust engineering designs"", ""use CADD software"", ""maintain electronic equipment"", ""electronics"", ""electrical systems used in transportation"", ""manage health and safety"", ""engineering principles""]"
2554	Holli Davis	"[""apply footwear and leather goods quality control techniques"", ""footwear materials"", ""footwear materials"", ""perform packing of footwear and leather goods"", ""apply basic rules of maintenance to leather goods and footwear machinery"", ""determine footwear warehouse layout"", ""promote balance between rest and activity"", ""footwear equipments"", ""footwear equipments"", ""apply basic rules of maintenance to leather goods and footwear machinery"", ""apply basic rules of maintenance to leather goods and footwear machinery"", ""footwear quality"", ""arrange security of goods for auction"", ""determine footwear warehouse layout"", ""repair plastic machinery""]"
2555	Ali Godbold	"[""write inspection reports"", ""audit techniques"", ""identify damaged goods before shipment"", ""differentiate types of packages"", ""repair ventilation equipment"", ""consumer law"", ""handle customer complaints"", ""handle shipment paperwork"", ""test package"", ""handle shipment paperwork"", ""weigh shipments"", ""conduct workplace audits"", ""assemble cocktail garnishes"", ""consumer law"", ""implement safety management systems""]"
2556	Elizabeth Carter	"[""product comprehension"", ""monitor stock level"", ""apply numeracy skills"", ""maintain store cleanliness"", ""calculate cost of covering"", ""product comprehension"", ""apply requirements concerning manufacturing of food and beverages"", ""guarantee customer satisfaction"", ""read musical score"", ""examine merchandise"", ""maintain store cleanliness"", ""sales argumentation"", ""characteristics of products"", ""conduct content quality assurance"", ""calculate cost of covering""]"
2557	Lisa Arcos	"[""printed circuit boards"", ""neurological surgery"", ""replace defect components"", ""operate SMT placement equipment"", ""solder components onto electronic board"", ""explain interview purposes"", ""surface-mount technology"", ""oversee logistics of finished products"", ""operate SMT placement equipment"", ""handle forest products"", ""operate wave soldering machine"", ""printed circuit boards testing methods"", ""ensure conformity to specifications"", ""operate insertion mount machine"", ""operate precision machinery""]"
2558	Francisco Warner	"[""develop the product catalogue"", ""attend gaming tests"", ""use computer-aided translation"", ""postediting"", ""design dams"", ""consult information sources"", ""change soap filter"", ""literature"", ""types of literature genres"", ""terminology"", ""use dictionaries"", ""perform product testing"", ""use computer-aided translation"", ""review patient's medical data"", ""comprehend the material to be translated""]"
2559	Wanda Clark	"[""operate precision measuring equipment"", ""act as contact person during equipment incident"", ""evaluate engine performance"", ""read engineering drawings"", ""conduct performance tests"", ""harvest mulberry leaves"", ""position engine on test stand"", ""manage maintenance operations"", ""record test data"", ""prepare casting budget"", ""disassemble engines"", ""diagnose defective engines"", ""write inspection reports"", ""manage maintenance operations"", ""perform routine flight operations checks""]"
2560	Jason Mahar	"[""apply health and safety standards"", ""candle making techniques"", ""adjust liquefaction temperature"", ""present a cause"", ""melt wax"", ""melt wax"", ""measure materials"", ""measure chemical substance viscosity"", ""pack charcoal"", ""melt wax"", ""clean mixer"", ""adjust liquefaction temperature"", ""use localisation tools"", ""measure materials"", ""prepare flambeed dishes""]"
2561	Sarah Davis	"[""define measurable marketing objectives"", ""store design layout"", ""interact verbally in Croatian"", ""ensure customer focus"", ""teamwork principles"", ""select optimal distribution channel"", ""advise customers on body adornment"", ""perform market research"", ""undertake clinical chiropractic research"", ""study sales levels of products"", ""manage profitability"", ""manage profitability"", ""manage profitability"", ""conflict management"", ""analyse internal factors of companies""]"
2562	John Mcdonald	"[""provide lesson materials"", ""facilitate teamwork between students"", ""write work-related reports"", ""assist in the organisation of school events"", ""prepare lesson content"", ""facilitate teamwork between students"", ""perform classroom management"", ""mathematics"", ""develop curriculum"", ""perform water testing procedures"", ""develop course outline"", ""develop curriculum"", ""clear accident site"", ""conduct safe aircraft marshalling"", ""funding methods""]"
2563	Manuel Adams	"[""set quality assurance objectives"", ""use chemical analysis equipment"", ""perform product testing"", ""optical equipment standards"", ""train staff in safety procedures"", ""manage sporting career"", ""good laboratory practice"", ""communicate test results to other departments"", ""train staff in safety procedures"", ""use technical documentation"", ""train staff in safety procedures"", ""perform quality audits"", ""order supplies"", ""develop procedures in case of defects"", ""use electronic health records management system""]"
2564	Marion Kamen	"[""provide escort services"", ""ensure health and safety in escort services"", ""accompany people"", ""maintain privacy in escort services"", ""print stripping"", ""screen clients of escort services"", ""provide escort services"", ""provide escort services"", ""maintain privacy in escort services"", ""keep up with innovations in food manufacturing"", ""types of spring"", ""accompany people"", ""be in touch with your body"", ""maintain privacy in escort services"", ""maintain privacy in escort services""]"
2565	Margaret Risley	"[""liaise with colleagues"", ""tend grinding mill machine"", ""adhere to organisational guidelines"", ""keep task records"", ""follow production schedule"", ""set up equipment for food production"", ""consider social impact of actions on service users"", ""keep task records"", ""monitor military equipment use"", ""follow production schedule"", ""follow verbal instructions"", ""operate pneumatic conveyor chutes"", ""tend grinding mill machine"", ""analyse score"", ""label samples""]"
2566	William Coppin	"[""paint surfaces"", ""select artistic materials to create artworks"", ""create artwork"", ""collaborate with technical experts on artworks"", ""use storyboards"", ""maintain theatre sets"", ""define artistic approach"", ""create 2D painting"", ""select artistic materials to create artworks"", ""interact verbally in Hebrew"", ""develop visual elements"", ""use painting techniques"", ""submit preliminary artwork"", ""create 2D painting"", ""develop visual elements""]"
2567	Betty Stillman	"[""ask questions at events"", ""create online news content"", ""consult information sources"", ""edit photographs"", ""content development processes"", ""stay up to date with social media"", ""promote your writings"", ""communicate by telephone"", ""perform water testing procedures"", ""study topics"", ""participate in editorial meetings"", ""stock market"", ""interview techniques"", ""adapt to changing situations"", ""tend textile dyeing machines""]"
2568	Robert Parker	"[""press law"", ""supervise event staff"", ""monitor guest access"", ""react to emergency situations in a live performance environment"", ""labour legislation"", ""handle customer complaints"", ""negotiate health and safety issues with third parties"", ""carry out end of day accounts"", ""manage a team"", ""ensure health and safety of visitors"", ""neuroanatomy"", ""promote health and safety"", ""manage a team"", ""develop environmental remediation strategies"", ""carry out end of day accounts""]"
2569	Arnold Aquino	"[""manage staff"", ""museum databases"", ""art history"", ""manage logistics"", ""implement traceability systems"", ""establish daily priorities"", ""develop an artistic framework"", ""present exhibition"", ""participate in artistic mediation activities"", ""monitor activities"", ""identify technical resources required to reconstruct a work"", ""supervise daily information operations"", ""cope with challenging demands"", ""operate ash handling equipment"", ""advertise an art collection""]"
2570	Faye Fancher	"[""decorate textile articles"", ""apparel manufacturing technology"", ""buttonholing"", ""manufacture wearing apparel products"", ""analyse supply chain strategies"", ""embroider fabrics"", ""set production KPI"", ""manage corporate bank accounts"", ""marker making"", ""create patterns for garments"", ""manufacturing of made-up textile articles"", ""history of fashion"", ""alter wearing apparel"", ""types of staining"", ""evaluate garment quality""]"
2571	Joseph Gutierrez	"[""advise on tanning treatments"", ""collaborate with engineers"", ""adapt to new design materials"", ""office software"", ""inspect binding work"", ""packaging engineering"", ""packaging processes"", ""motor vehicle parts drawings"", ""vehicle electrical systems"", ""approve engineering design"", ""calculate design costs"", ""calculate design costs"", ""motor vehicle parts drawings"", ""adapt to new design materials"", ""manage animal hygiene""]"
2572	Noreen Crews	"[""ensure compliance with purchasing and contracting regulations"", ""vacuum distillation processes"", ""manage standard enterprise resource planning system"", ""manage standard enterprise resource planning system"", ""assess supplier risks"", ""analyse consumer buying trends"", ""perform asset recognition"", ""analyse logistic changes"", ""create solutions to problems"", ""international import export regulations"", ""have computer literacy"", ""maintain relationship with suppliers"", ""electromagnetism"", ""report accounts of the professional activity"", ""negotiate buying conditions""]"
2573	Victor Mendez	"[""remove finished casts"", ""smooth burred surfaces"", ""cut glass"", ""extract products from moulds"", ""operate smelter"", ""precious metal processing"", ""types of metal manufacturing processes"", ""attend to detail in casting processes"", ""understand spoken Lithuanian"", ""attend to detail in casting processes"", ""manage mine site data"", ""record production data for quality control"", ""assemble metal parts"", ""precious metal processing"", ""manage time in casting processes""]"
2574	Ruth Rios	"[""speak different languages"", ""speak different languages"", ""ensure customs compliance"", ""maintain financial records"", ""international import export regulations"", ""speak different languages"", ""supervise food quality"", ""general principles of food law"", ""apply antibacterial substance to teeth"", ""understand spoken Croatian"", ""manage processes"", ""speak different languages"", ""abide by business ethical code of conducts"", ""comprehend financial business terminology"", ""monitor international market performance""]"
2575	Robert Foster	"[""meet deadlines"", ""comprehend financial business terminology"", ""build rapport with people from different cultural backgrounds"", ""create solutions to problems"", ""produce sales reports"", ""maintain financial records"", ""preserve samples"", ""regulations on substances"", ""agricultural raw materials, seeds and animal feed products"", ""set import export strategies"", ""create solutions to problems"", ""inspect capsules"", ""meet deadlines"", ""inspect trees"", ""international commercial transactions rules""]"
2576	Marc Sugarman	"[""teach archaeology"", ""cosmetics"", ""lift heavy weights"", ""assist with funeral planning"", ""control textile process"", ""maintain inventory of tools"", ""remove debris"", ""work ergonomically"", ""apply health and safety standards"", ""liaise with local authorities"", ""dermasurgery techniques"", ""maintain professional administration"", ""move bodies"", ""work ergonomically"", ""dermasurgery techniques""]"
2577	Robert Sides	"[""show confidence"", ""impart training on general quality management supervision"", ""manage kiln ventilation"", ""ensure compliance with environmental legislation in food production"", ""financial capability"", ""create new concepts"", ""check price accuracy on the shelf"", ""manage environmental management system"", ""manage kiln ventilation"", ""hire new personnel"", ""assess cereal quality for brewing"", ""manage delivery of raw materials"", ""grind glass"", ""colours of roasted malt"", ""keep up with the latest information systems solutions""]"
2578	John Cooper	"[""mount stones in jewels"", ""provide customer follow-up services"", ""maintain relationship with suppliers"", ""maintain relationship with suppliers"", ""develop professional network"", ""read 3D displays"", ""keep stock records"", ""clean jewellery pieces"", ""heat jewellery metals"", ""issue sales invoices"", ""repair optical equipment"", ""manage a small-to-medium business"", ""apply medical first aid in case of emergency"", ""trade in jewellery"", ""negotiate supplier arrangements""]"
2579	Donna Moore	"[""provide advice to technicians"", ""tend wax bleaching machinery"", ""prepare airport annual budget"", ""supervise staff"", ""read standard blueprints"", ""oversee quality control"", ""use CAM software"", ""analyse production processes for improvement"", ""keep records of work progress"", ""liaise with quality assurance"", ""assess nutritional characteristics of food"", ""analyse the need for technical resources"", ""electromechanics"", ""recruit personnel"", ""evaluate employees work""]"
2580	Duane Beyah	"[""customise drafts"", ""present publishing plan"", ""apply case management"", ""report on social development"", ""apply problem solving in social service"", ""address problems critically"", ""perform laboratory testing on samples of animals"", ""relate empathetically"", ""apply holistic approach within social services"", ""build helping relationship with social service users"", ""provide social counselling"", ""apply case management"", ""cooperate at inter-professional level"", ""work in multidisciplinary health teams"", ""protect vulnerable social service users""]"
2581	Chad Amaral	"[""ensure customs compliance"", ""apply import strategies"", ""international commercial transactions rules"", ""communicate with shipment forwarders"", ""handle carriers"", ""apply export strategies"", ""engineer seismic equipment"", ""have computer literacy"", ""harvest mulberry leaves"", ""have computer literacy"", ""file claims with insurance companies"", ""plan transport operations"", ""apply conflict management"", ""estimate fishery status"", ""international commercial transactions rules""]"
2582	Elsie Blackburn	"[""keep records of animal inseminations"", ""quality assurance methodologies"", ""Scratch (computer programming)"", ""enhance website visibility"", ""Java (computer programming)"", ""maintain ICT server"", ""Groovy"", ""OpenEdge Advanced Business Language"", ""use software libraries"", ""cyber security"", ""urolithiasis in the urinary tract"", ""COBOL"", ""study communications channels for different employers/contractors"", ""Smalltalk (computer programming)"", ""AJAX""]"
2583	Loretta Siegmund	"[""support gifted students"", ""show confidence"", ""hides, skins and leather products"", ""organise weight of loads according to lifting equipment capacity"", ""set up crane"", ""stay alert"", ""set up crane"", ""conduct routine machinery checks"", ""manufacture dental prostheses"", ""perform services in a flexible manner"", ""stay alert"", ""organise weight of loads according to lifting equipment capacity"", ""show confidence"", ""have computer literacy"", ""use rigging tools""]"
2584	Walter Morgan	"[""engrave patterns"", ""train employees"", ""cut keys"", ""advocate for healthcare users' needs"", ""manual cutting processes for leather"", ""footwear equipments"", ""maintain customer service"", ""manual cutting processes for leather"", ""footwear quality"", ""apply stitching techniques"", ""cook fish"", ""maintain professional administration"", ""issue sales invoices"", ""schedule production"", ""cut keys""]"
2585	Edward Stewart	"[""non-destructive testing"", ""chemistry"", ""approve engineering design"", ""engineering principles"", ""non-destructive testing"", ""surface engineering"", ""record test data"", ""analyse test data"", ""attend to hygiene"", ""facilitate appropriate compositional structures in dance"", ""hazardous waste types"", ""environmental legislation"", ""materials science"", ""welding techniques"", ""assemble windows""]"
2586	Brad Rodibaugh	"[""electricity"", ""French"", ""optics"", ""store film reels"", ""maintain projection equipment"", ""synchronise sound with images"", ""projection equipment"", ""store film reels"", ""glue film reels"", ""copyright legislation"", ""electric clocks"", ""store film reels"", ""health and safety regulations"", ""remove posters"", ""health and safety regulations""]"
2587	Lizbeth Geppert	"[""optical equipment standards"", ""monitor machine operations"", ""align components"", ""optical equipment standards"", ""protect surrounding area during chimney sweeping process"", ""fasten components"", ""optical engineering"", ""medical contrast agents"", ""electronic equipment standards"", ""sensors"", ""lasers"", ""semiconductors"", ""microoptics"", ""semiconductors"", ""mount clock wheelwork""]"
2588	Margaret Hardnett	"[""strive for company growth"", ""analyse staff capacity"", ""teach marketing principles"", ""understand spoken Finnish"", ""identify customer's needs"", ""operate machine tools"", ""evaluate performance of organisational collaborators"", ""follow company standards"", ""develop online sales business plan"", ""e-commerce systems"", ""analyse staff capacity"", ""supervise the management of an establishment"", ""organise library material"", ""assess the feasibility of implementing developments"", ""create a work atmosphere of continuous improvement""]"
2589	Tammie Pro	"[""guide operation of heavy construction equipment"", ""secure heavy construction equipment"", ""teach digital literacy"", ""operate plasma cutting torch"", ""teach communication to clients"", ""excavation techniques"", ""radiation protection"", ""follow safety procedures when working at heights"", ""demolish selectively"", ""prepare purchasing reportings"", ""operate oxygen cutting torch"", ""operate plasma cutting torch"", ""transport construction supplies"", ""operate oxygen cutting torch"", ""keep personal administration""]"
2590	Elizabeth Baker	"[""enforce financial policies"", ""build community relations"", ""analyse financial performance of a company"", ""financial statements"", ""follow company standards"", ""press rubberized fabrics"", ""advise on financial matters"", ""build community relations"", ""financial analysis"", ""create a financial plan"", ""set up effective working relationships with other sports players"", ""plan buildings maintenance work"", ""collect property financial information"", ""build community relations"", ""Oracle Data Integrator""]"
2591	Heidi Viesselman	"[""ensure customs compliance"", ""ensure customs compliance"", ""speak different languages"", ""monitor fermentation"", ""embargo regulations"", ""handle carriers"", ""perfume and cosmetic products"", ""import export regulations of dangerous chemicals"", ""communicate with shipment forwarders"", ""apply export strategies"", ""international import export regulations"", ""regulations on substances"", ""perform pre-blending of tobacco leaves"", ""create import-export commercial documentation"", ""give feedback on changing circumstances""]"
2592	David Campbell	"[""environmental aspects of inland waterway transportation"", ""inland waterway police regulations"", ""follow procedures in the event of an alarm"", ""nail floor boards"", ""facilitate safe disembarkation of passengers"", ""understand written Danish"", ""show confidence"", ""facilitate safe disembarkation of passengers"", ""swim"", ""assist passenger embarkation"", ""maintain vessel technical equipment according to instructions"", ""carry out work related calculations in agriculture"", ""wash decks of ships"", ""prepare simple meals on board"", ""types of cargo""]"
2593	Andrea Smith	"[""freight transport methods"", ""manage fleet capacity"", ""liaise with port users"", ""hazardous freight regulations"", ""manage staff"", ""vessel stability principles"", ""pharmaceutical processes"", ""apply safety management"", ""national regulations on handling cargo"", ""cargo industry"", ""manage port operations improvement procedures"", ""schedule shifts"", ""vessel stability principles"", ""develop urban transport studies"", ""manage port operations improvement procedures""]"
2594	Mariann Bernier	"[""manage staff"", ""plan transport operations"", ""manage freight payment methods"", ""perform risk analysis"", ""maintain irrigation systems"", ""monitor concrete curing process"", ""freight transport methods"", ""adhere to organisational guidelines"", ""supply chain management"", ""forecast distribution activities"", ""perform multiple tasks at the same time"", ""communicate with shipment forwarders"", ""flute sizes"", ""carry out statistical forecasts"", ""hazardous freight regulations""]"
2595	Violet King	"[""inspect freight"", ""inspect compliance with hazardous waste regulations"", ""operate warehouse record systems"", ""consult students on learning content"", ""hazardous waste types"", ""report on environmental issues"", ""pollution legislation"", ""waste management"", ""wear appropriate protective gear"", ""ensure compliance with waste legislative regulations"", ""waste management"", ""investigate pollution"", ""inspect freight"", ""Korean"", ""develop hazardous waste management strategies""]"
2596	Sheila Redway	"[""forecast products' demand"", ""manage plans for the utilisation of organic by-products"", ""listen actively"", ""create 3D texture map"", ""manage staff"", ""present reports"", ""build rapport with people from different cultural backgrounds"", ""types of vehicles"", ""write work-related reports"", ""contract law"", ""follow company standards"", ""prospect new customers"", ""produce sales reports"", ""monitor vehicle repairs"", ""control of expenses""]"
2597	Cynthia Williams	"[""monitor international market performance"", ""identify suppliers"", ""monitor international market performance"", ""collect samples"", ""sales strategies"", ""plan transport operations"", ""identify new business opportunities"", ""product comprehension"", ""negotiate sales contracts"", ""negotiate buying conditions"", ""have computer literacy"", ""work in fitness teams"", ""initiate contact with buyers"", ""monitor train schedules"", ""live animal products""]"
2598	Milton Montgomery	"[""perform market research"", ""perform market research"", ""advise on heating systems energy efficiency"", ""promote environmental awareness"", ""review completed contracts"", ""sales argumentation"", ""review completed contracts"", ""domestic heating systems"", ""manage the reception of raw materials for animal feeds"", ""industrial heating systems"", ""operate 2D CAD for footwear pattern engineering"", ""inform customers on energy consumption fees"", ""domestic heating systems"", ""lay resilient flooring tiles"", ""prospect new customers""]"
2599	Chris Mckouen	"[""plan new packaging designs"", ""coordinate advertising campaigns"", ""maintain financial records"", ""manufacturing industrial braids"", ""impart training on general quality management supervision"", ""perform brand analysis"", ""create brand guidelines"", ""lead the brand strategic planning process"", ""perform brand analysis"", ""analyse health problems within a given community"", ""have computer literacy"", ""perform multiple tasks at the same time"", ""maintain financial records"", ""comprehend financial business terminology"", ""manage budgets""]"
2600	Catherine Rutherford	"[""train staff in beer knowledge"", ""manage health and safety"", ""funding methods"", ""find grants"", ""write work-related reports"", ""tolerate stress"", ""meet deadlines"", ""social pedagogy"", ""tolerate stress"", ""manage budgets"", ""coach employees"", ""manage budgets"", ""analyse goal progress"", ""lead a team"", ""funding methods""]"
2601	Diane Brown	"[""electromechanics"", ""replace defect components"", ""resolve equipment malfunctions"", ""geriatrics"", ""maintain electronic equipment"", ""instrument performance elements"", ""blueprints"", ""pack goods"", ""instrument performance elements"", ""align components"", ""work with a dance team"", ""assemble measuring equipment"", ""operate sieves for spices"", ""assemble instrumentation equipment"", ""test instrumentation equipment""]"
2602	Betty Junkin	"[""render 3D images"", ""interpret graphical communication interfaces"", ""draw blueprints"", ""technical drawings"", ""ventilation systems"", ""use technical drawing software"", ""technical drawings"", ""engineering principles"", ""use technical drawing software"", ""manual draughting techniques"", ""build a product's physical model"", ""liaise with engineers"", ""develop assembly instructions"", ""metallurgy"", ""meat industry""]"
2603	Freddie Lau	"[""neutralise sugar liquors"", ""work in conveyor belts in food manufacturing"", ""follow hygienic procedures during food processing"", ""apply requirements concerning manufacturing of food and beverages"", ""tend canning machine"", ""mark differences in colours"", ""measure water quality parameters"", ""blanching machine process"", ""execute chilling processes to food products"", ""oversee the design of touristic publications"", ""maintain cutting equipment"", ""decorate nails"", ""tend canning machine"", ""care for food aesthetic"", ""apply requirements concerning manufacturing of food and beverages""]"
2604	Sam Hills	"[""manipulate rubber"", ""manipulate rubber"", ""inspect quality of products"", ""electrical equipment regulations"", ""test alkalinity"", ""perform technically demanding tasks"", ""mix ingredients with latex"", ""personal protective equipment"", ""test alkalinity"", ""tip latex within industrial processes"", ""lead claim examiners"", ""personal protective equipment"", ""endocrinology"", ""clean equipment"", ""dipping tank types""]"
2605	Raymond Kettle	"[""use mine planning software"", ""help the programmer define an artistic vision"", ""present reports"", ""communicate on minerals issues"", ""use mine planning software"", ""define artistic approach"", ""manage emergency procedures"", ""design plant waste procedures"", ""think proactively"", ""supervise staff"", ""mine safety legislation"", ""mechanical engineering"", ""understand written Belarusian"", ""manage emergency procedures"", ""electricity""]"
2606	John Birdsong	"[""direct community arts activities"", ""analyse market financial trends"", ""financial markets"", ""maintain register of shareholders"", ""interpret financial statements"", ""provide support in financial calculation"", ""actuarial science"", ""stock market"", ""kosher slaughtering practices"", ""stock market"", ""synthesise financial information"", ""obtain relevant licenses"", ""actuarial science"", ""handle financial transactions"", ""analyse business plans""]"
